postcode,check,difference,action
3415,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3419,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3420,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3423,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3427,household_additivity,5.0,retain counts; ABS perturbation can break additivity
3428,household_additivity,2.0,retain counts; ABS perturbation can break additivity
3429,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3430,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3432,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3433,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3434,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3435,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3437,household_additivity,2.0,retain counts; ABS perturbation can break additivity
3438,household_additivity,-8.0,retain counts; ABS perturbation can break additivity
3440,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3441,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3442,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3444,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3446,household_additivity,9.0,retain counts; ABS perturbation can break additivity
3447,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3448,household_additivity,4.0,retain counts; ABS perturbation can break additivity
3450,household_additivity,-7.0,retain counts; ABS perturbation can break additivity
3451,household_additivity,-5.0,retain counts; ABS perturbation can break additivity
3453,household_additivity,7.0,retain counts; ABS perturbation can break additivity
3458,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3460,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3461,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3462,household_additivity,5.0,retain counts; ABS perturbation can break additivity
3463,household_additivity,6.0,retain counts; ABS perturbation can break additivity
3464,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3465,household_additivity,9.0,retain counts; ABS perturbation can break additivity
3467,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3468,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3472,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3475,household_additivity,-6.0,retain counts; ABS perturbation can break additivity
3477,household_additivity,-9.0,retain counts; ABS perturbation can break additivity
3480,household_additivity,6.0,retain counts; ABS perturbation can break additivity
3482,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3483,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3485,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3487,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3488,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3489,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3490,household_additivity,2.0,retain counts; ABS perturbation can break additivity
3491,household_additivity,8.0,retain counts; ABS perturbation can break additivity
3494,household_additivity,-6.0,retain counts; ABS perturbation can break additivity
3496,household_additivity,-7.0,retain counts; ABS perturbation can break additivity
3498,household_additivity,-6.0,retain counts; ABS perturbation can break additivity
3500,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3501,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3505,household_additivity,-9.0,retain counts; ABS perturbation can break additivity
3507,household_additivity,-6.0,retain counts; ABS perturbation can break additivity
3509,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3512,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3515,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3516,household_additivity,4.0,retain counts; ABS perturbation can break additivity
3518,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3520,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3521,household_additivity,-5.0,retain counts; ABS perturbation can break additivity
3522,household_additivity,2.0,retain counts; ABS perturbation can break additivity
3523,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3527,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3529,household_additivity,5.0,retain counts; ABS perturbation can break additivity
3531,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3533,household_additivity,-5.0,retain counts; ABS perturbation can break additivity
3537,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3540,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3542,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3544,household_additivity,4.0,retain counts; ABS perturbation can break additivity
3546,household_additivity,7.0,retain counts; ABS perturbation can break additivity
3549,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3555,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3556,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3557,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3558,household_additivity,-4.0,retain counts; ABS perturbation can break additivity
3559,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3562,household_additivity,-5.0,retain counts; ABS perturbation can break additivity
3563,household_additivity,2.0,retain counts; ABS perturbation can break additivity
3564,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3565,household_additivity,6.0,retain counts; ABS perturbation can break additivity
3567,household_additivity,4.0,retain counts; ABS perturbation can break additivity
3568,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3571,household_additivity,5.0,retain counts; ABS perturbation can break additivity
3573,household_additivity,-1.0,retain counts; ABS perturbation can break additivity
3575,household_additivity,-5.0,retain counts; ABS perturbation can break additivity
3576,household_additivity,-6.0,retain counts; ABS perturbation can break additivity
3579,household_additivity,-7.0,retain counts; ABS perturbation can break additivity
3580,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3581,household_additivity,5.0,retain counts; ABS perturbation can break additivity
3583,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3584,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3585,household_additivity,1.0,retain counts; ABS perturbation can break additivity
3586,household_additivity,3.0,retain counts; ABS perturbation can break additivity
3588,household_additivity,-3.0,retain counts; ABS perturbation can break additivity
3589,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
3590,household_additivity,-2.0,retain counts; ABS perturbation can break additivity
